PDS_CODE;SL_NPD_HB_Code;Brand_Name;Date_of_Manufacture;Manufacturing_Site;Physical_State;Age;Fat_Content;Nitrogen_Flushed;Protein_hydrolysis;pH;Density;Dilution;DESCRIPTION;login_date;Package;Comments_Trial;filename;Parameter;Unit;Target;Target_Min;Target_Max;SL_Time;Result_No;Result;Result_prefix;Timepoint;Temperature;Humidity
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Iron;MG_100G;;;;0;24247542;22.53;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Potassium;MG_100G;;;;0;24247543;1964.64;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Magnesium;MG_100G;;;;0;24247544;300.50;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Sodium;MG_100G;;;;0;24247545;645.76;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Phosphorus;MG_100G;;;;0;24247546;1322.81;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Zinc;MG_100G;;;;0;24247547;18.91;;0;25°C;75%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Tin;MG_KG;;;;21;24263767;<0.20;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Aflatoxin B1;NG_KG;;;;21;24263768;<10.00;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Aflatoxin M1;NG_KG;;;;21;24263769;<10.00;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;B.Breve;CFU_G;;;;21;24263770;98600000;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;d-Biotin;MCG_100G;;;;21;24263771;30.60;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Choline;MG_100G;;;;21;24263774;115.000;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Choline Hydroxide;MG_100G;;;;21;24486026;133.000;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Chromium;MCG_100G;;;;21;24263775;10.40;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Copper;MCG_100G;;;;21;24263776;435.00;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Cyanocobalamin;MCG_100G;;;;21;24263777;1.990;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 6:0;G_100G_FA;;;;21;24263778;<0.020;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 8:0;G_100G_FA;;;;21;24263779;16.930;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 10:0;G_100G_FA;;;;21;24263780;13.160;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 12:0;G_100G_FA;;;;21;24263781;0.320;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 14:0;G_100G_FA;;;;21;24263782;0.240;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 16:0;G_100G_FA;;;;21;24263783;4.950;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 16:1;G_100G_FA;;;;21;24263784;13.000;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 17:0;G_100G_FA;;;;21;24263785;0.050;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 17:1;G_100G_FA;;;;21;24263786;<0.020;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 18:0;G_100G_FA;;;;21;24263787;3.690;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 18:1;G_100G_FA;;;;21;24263788;<0.020;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 18:2;G_100G_FA;;;;21;24263789;18.590;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 18:3;G_100G_FA;;;;21;24263790;1.980;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 18:4;G_100G_FA;;;;21;24263791;<0.020;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 20:0;G_100G_FA;;;;21;24263792;0.260;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 20:1;G_100G_FA;;;;21;24263793;0.380;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 20:4;G_100G_FA;;;;21;24263794;0.320;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 20:5;G_100G_FA;;;;21;24263795;<0.020;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 22:0;G_100G_FA;;;;21;24263796;0.480;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 22:1;G_100G_FA;;;;21;24263797;0.170;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 22:5;G_100G_FA;;;;21;24263798;<0.020;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 22:6;G_100G_FA;;;;21;24263799;0.310;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 24:0;G_100G_FA;;;;21;24263800;0.170;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 24:1;G_100G_FA;;;;21;24263801;0.030;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;C 18:2 : C18:3 Ratio;PERCENT;;;;21;24263806;9.39;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Trans Fatty Acid %;PERCENT;;;;21;24263807;0.12;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;MCT of Total Fat %;PERCENT;;;;21;24263808;30.09;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;China C12+14 Total;G_100G;;;;21;24263811;0.560;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;China Eicosapentaenoic Acid C20:5;G_100G;;;;21;24263812;0.0645;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;China C22:6 / C20:4;MILLIGRAMS;;;;21;24263815;0.969;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Folic Acid;MCG_100G;;;;21;24263816;73.300;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;FOS;G_100G;;;;21;24263817;3.61;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Impurities;MG_KG;;;;21;24263818;8.00;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Inositol;MG_100G;;;;21;24263819;115.000;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Iodine;MCG_100G;;;;21;24263820;87.00;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Lead;MCG_KG;;;;21;24263821;12.00;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Manganese;MCG_100G;;;;21;24263822;88.00;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Molybdenum;MCG_100G;;;;21;24263823;13.30;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Niacin;MG_100G;;;;21;24263824;5.640;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Nitrates;MG_KG;;;;21;24263825;<3.00;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Nitrites;MG_KG;;;;21;24263826;<0.30;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;AMP Adenisone 5 monophosphate;MG_100G;;;;21;24263827;5.02;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;CMP Cytidin 5 monophosphate;MG_100G;;;;21;24263828;8.78;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;GMP Guanosine 5 monophosphate;MG_100G;;;;21;24263829;1.91;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Inosine 5 monophosphate;MG_100G;;;;21;24263830;3.02;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Uridine 5 monophosphate;MG_100G;;;;21;24263831;6.05;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Total Nucleotides;MG_100G;;;;21;24263832;24.78;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Pantothenic Acid;MG_100G;;;;21;24263835;3.480;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Pyridoxine;MCG_100G;;;;21;24263836;574.000;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Selenium;MCG_100G;;;;21;24263837;16.30;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Vitamin D3;MCG_100G;;;;21;24263842;9.700;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Vitamin K1;MCG_100G;;;;21;24263843;70.800;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Sensory;NONE;;;;21;24263844;Typical;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Comment;NONE;;;;21;24441834;n/a;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Residual Oxygen;PERCENT;;;;21;24263845;0.02;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Comment;NONE;;;;21;24441835;n/a;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Nitrogen;NONE;;;;21;24263847;2.43;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Protein;NONE;;;;21;24263848;15.20;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Chloride;MG_100G;;;;21;24263850;467.50;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Result;G_100G;;;;21;24263853;2.10;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Coag Pos Staph;CFU_G;;;;21;24263860;<10;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Total Fat;G_100G;;;;21;24263868;25.0879;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;PV;MEQ_KG;;;;21;24263873;1.32;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;% Total Ash;PERCENT;;;;21;24263884;3.36;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Bacillus cereus;CFU_G;;;;21;24263889;<10;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;E.coli;NONE;;;;21;24263896;Absent;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Riboflavin;MG_100G;;;;21;24263904;0.81;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Pyridoxine;MG_100G;;;;21;24263905;0.38;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Thiamine;MG_100G;;;;21;24263914;0.67;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Carnitine;MG_100G;;;;21;24263927;9.67;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Enterobacteriaceae;NONE;;;;21;24263928;Absent;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;SRC;CFU_G;;;;21;24263938;<10;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Calcium;MG_100G;;;;21;24263947;544.12;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Iron;MG_100G;;;;21;24263948;8.28;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Potassium;MG_100G;;;;21;24263949;530.36;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Magnesium;MG_100G;;;;21;24263950;49.55;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Sodium;MG_100G;;;;21;24263951;196.90;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Phosphorus;MG_100G;;;;21;24263952;413.36;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Zinc;MG_100G;;;;21;24263953;5.40;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Ca/P Ratio;NONE;;;;21;24263967;1.32;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Alanine;G_100G;;;;21;24263970;0.670;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Arginine;G_100G;;;;21;24264000;0.999;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Aspartic Acid;G_100G;;;;21;24264003;0.946;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Cystine;G_100G;;;;21;24264006;0.367;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Glutamine;G_100G;;;;21;24264009;1.342;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Glutamic Acid;G_100G;;;;21;24264012;None Detected;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Glycine;G_100G;;;;21;24264016;0.922;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Histidine;G_100G;;;;21;24264019;0.577;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Iso-Leucine;G_100G;;;;21;24264022;0.880;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Leucine;G_100G;;;;21;24264025;1.464;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Lysine;G_100G;;;;21;24264082;0.979;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Methionine;G_100G;;;;21;24264085;0.275;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Phenylalanine;G_100G;;;;21;24264088;0.650;;21;25°C;60%
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=21M)(T=25°C)(H=60%);14/11/2022 16:48;Can;;;Proline;G_100G;;;;21;24264091;1.140;;21;25°C;60%
